Branch;City;Customer type;Gender;Unit price;Quantity;Tax 5%;Total;Time;Payment;cogs;gross income;Rating;;Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross income,Rating
1;1;2;1;51.28;6;15.384;323.064;16:31;2;307.68;15.384;6.5;;1,1,2,1,51.28,6,15384,323064,0,688194444444444,2,307.68,15384,6.5
1;1;1;1;69.52;7;24.332;510.972;15:10;3;486.64;24.332;8.5;;1,1,1,1,69.52,7,24332,510972,0,631944444444444,3,486.64,24332,8.5
1;1;2;1;70.01;5;175.025;3.675.525;11:36;1;350.05;175.025;5.5;;1,1,2,1,70.01,5,175025,3675525,0,483333333333333,1,350.05,175025,5.5
2;3;1;1;80.05;5;200.125;4.202.625;12:45;3;400.25;200.125;9.4;;2,3,1,1,80.05,5,200125,4202625,0,53125,3,400.25,200125,9.4
3;2;2;1;20.85;8;8.34;175.14;19:17;2;166.8;8.34;6.3;;3,2,2,1,20.85,8,8.34,175.14,0,803472222222222,2,166.8,8.34,6.3
2;3;1;1;52.89;6;15.867;333.207;17:34;3;317.34;15.867;9.8;;2,3,1,1,52.89,6,15867,333207,0,731944444444444,3,317.34,15867,9.8
2;3;2;1;19.79;8;7.916;166.236;12:04;1;158.32;7.916;8.7;;2,3,2,1,19.79,8,7916,166236,0,502777777777778,1,158.32,7916,8.7
1;1;1;1;33.84;9;15.228;319.788;16:21;1;304.56;15.228;8.8;;1,1,1,1,33.84,9,15228,319788,0,68125,1,304.56,15228,8.8
1;1;1;1;22.17;8;8.868;186.228;17:01;3;177.36;8.868;9.6;;1,1,1,1,22.17,8,8868,186228,0,709027777777778,3,177.36,8868,9.6
3;2;2;2;22.51;7;78.785;1.654.485;10:50;3;157.57;78.785;4.8;;3,2,2,2,22.51,7,78785,1654485,0,451388888888889,3,157.57,78785,4.8
1;1;2;1;73.88;6;22.164;465.444;19:16;1;443.28;22.164;4.4;;1,1,2,1,73.88,6,22164,465444,0,802777777777778,1,443.28,22164,4.4
3;2;1;1;86.8;3;13.02;273.42;16:47;1;260.4;13.02;9.9;;3,2,1,1,86.8,3,13.02,273.42,0,699305555555556,1,260.4,13.02,9.9
3;2;2;1;64.26;7;22.491;472.311;10:00;2;449.82;22.491;5.7;;3,2,2,1,64.26,7,22491,472311,0,416666666666667,2,449.82,22491,5.7
3;2;1;1;38.47;8;15.388;323.148;11:51;2;307.76;15.388;7.7;;3,2,1,1,38.47,8,15388,323148,0,49375,2,307.76,15388,7.7
1;1;1;1;15.5;10;7.75;162.75;10:55;1;155;7.75;8;;1,1,1,1,15.5,10,7.75,162.75,0,454861111111111,1,155,7.75,8
3;2;2;1;34.31;8;13.724;288.204;15:00;1;274.48;13.724;5.7;;3,2,2,1,34.31,8,13724,288204,0,625,1,274.48,13724,5.7
1;1;2;2;12.34;7;4.319;90.699;11:19;3;86.38;4.319;6.7;;1,1,2,2,12.34,7,4319,90699,0,471527777777778,3,86.38,4319,6.7
2;3;1;1;18.08;3;2.712;56.952;19:46;1;54.24;2.712;8;;2,3,1,1,18.08,3,2712,56952,0,823611111111111,1,54.24,2712,8
2;3;1;2;94.49;8;37.796;793.716;19:00;1;755.92;37.796;7.5;;2,3,1,2,94.49,8,37796,793716,0,791666666666667,1,755.92,37796,7.5
2;3;1;1;46.47;4;9.294;195.174;10:53;2;185.88;9.294;7;;2,3,1,1,46.47,4,9294,195174,0,453472222222222,2,185.88,9294,7
1;1;2;1;74.07;1;37.035;777.735;12:50;1;74.07;37.035;9.9;;1,1,2,1,74.07,1,37035,777735,0,534722222222222,1,74.07,37035,9.9
3;2;2;2;69.81;4;13.962;293.202;20:50;3;279.24;13.962;5.9;;3,2,2,2,69.81,4,13962,293202,0,868055555555555,3,279.24,13962,5.9
2;3;2;2;77.04;3;11.556;242.676;10:39;3;231.12;11.556;7.2;;2,3,2,2,77.04,3,11556,242676,0,44375,3,231.12,11556,7.2
2;3;2;2;73.52;2;7.352;154.392;13:41;1;147.04;7.352;4.6;;2,3,2,2,73.52,2,7352,154392,0,570138888888889,1,147.04,7352,4.6
3;2;2;2;87.8;9;39.51;829.71;19:08;2;790.2;39.51;9.2;;3,2,2,2,87.8,9,39.51,829.71,0,797222222222222,2,790.2,39.51,9.2
2;3;2;1;25.55;4;5.11;107.31;20:23;1;102.2;5.11;5.7;;2,3,2,1,25.55,4,5.11,107.31,0,849305555555556,1,102.2,5.11,5.7
1;1;2;1;32.71;5;81.775;1.717.275;11:30;3;163.55;81.775;9.9;;1,1,2,1,32.71,5,81775,1717275,0,479166666666667,3,163.55,81775,9.9
3;2;1;2;74.29;1;37.145;780.045;19:30;2;74.29;37.145;5;;3,2,1,2,74.29,1,37145,780045,0,8125,2,74.29,37145,5
3;2;1;1;43.7;2;4.37;91.77;18:03;2;87.4;4.37;4.9;;3,2,1,1,43.7,2,4.37,91.77,0,752083333333333,2,87.4,4.37,4.9
1;1;2;2;25.29;1;12.645;265.545;10:13;1;25.29;12.645;6.1;;1,1,2,2,25.29,1,12645,265545,0,425694444444444,1,25.29,12645,6.1
3;2;2;1;41.5;4;8.3;174.3;19:58;3;166;8.3;8.2;;3,2,2,1,41.5,4,8.3,174.3,0,831944444444444,3,166,8.3,8.2
3;2;1;2;71.39;5;178.475;3.747.975;19:57;3;356.95;178.475;5.5;;3,2,1,2,71.39,5,178475,3747975,0,83125,3,356.95,178475,5.5
3;2;1;2;19.15;6;5.745;120.645;10:01;3;114.9;5.745;6.8;;3,2,1,2,19.15,6,5745,120645,0,417361111111111,3,114.9,5745,6.8
2;3;1;2;57.49;4;11.498;241.458;11:57;2;229.96;11.498;6.6;;2,3,1,2,57.49,4,11498,241458,0,497916666666667,2,229.96,11498,6.6
3;2;2;1;61.41;7;214.935;4.513.635;10:02;2;429.87;214.935;9.8;;3,2,2,1,61.41,7,214935,4513635,0,418055555555556,2,429.87,214935,9.8
2;3;1;1;25.9;10;12.95;271.95;14:51;1;259;12.95;8.7;;2,3,1,1,25.9,10,12.95,271.95,0,61875,1,259,12.95,8.7
2;3;1;1;17.77;5;44.425;932.925;12:42;3;88.85;44.425;5.4;;2,3,1,1,17.77,5,44425,932925,0,529166666666667,3,88.85,44425,5.4
1;1;2;2;23.03;9;103.635;2.176.335;12:02;1;207.27;103.635;7.9;;1,1,2,2,23.03,9,103635,2176335,0,501388888888889,1,207.27,103635,7.9
3;2;1;2;66.65;9;299.925;6.298.425;18:19;3;599.85;299.925;9.7;;3,2,1,2,66.65,9,299925,6298425,0,763194444444444,3,599.85,299925,9.7
3;2;1;2;28.53;10;14.265;299.565;17:38;1;285.3;14.265;7.8;;3,2,1,2,28.53,10,14265,299565,0,734722222222222,1,285.3,14265,7.8
2;3;2;2;30.37;3;45.555;956.655;13:41;1;91.11;45.555;5.1;;2,3,2,2,30.37,3,45555,956655,0,570138888888889,1,91.11,45555,5.1
2;3;2;2;99.73;9;448.785;9.424.485;19:42;3;897.57;448.785;6.5;;2,3,2,2,99.73,9,448785,9424485,0,820833333333333,3,897.57,448785,6.5
1;1;2;1;26.23;9;118.035;2.478.735;20:24;1;236.07;118.035;5.9;;1,1,2,1,26.23,9,118035,2478735,0,85,1,236.07,118035,5.9
3;2;2;2;93.26;9;41.967;881.307;18:08;2;839.34;41.967;8.8;;3,2,2,2,93.26,9,41967,881307,0,755555555555556,2,839.34,41967,8.8
2;3;2;1;92.36;5;23.09;484.89;19:17;1;461.8;23.09;4.9;;2,3,2,1,92.36,5,23.09,484.89,0,803472222222222,1,461.8,23.09,4.9
2;3;2;1;46.42;3;6.963;146.223;13:24;3;139.26;6.963;4.4;;2,3,2,1,46.42,3,6963,146223,0,558333333333333,3,139.26,6963,4.4
2;3;1;2;29.61;7;103.635;2.176.335;15:53;2;207.27;103.635;6.5;;2,3,1,2,29.61,7,103635,2176335,0,661805555555556,2,207.27,103635,6.5
1;1;2;1;18.28;1;0.914;19.194;15:05;3;18.28;0.914;8.3;;1,1,2,1,18.28,1,0.914,19194,0,628472222222222,3,18.28,0.914,8.3
2;3;2;2;24.77;5;61.925;1.300.425;18:27;2;123.85;61.925;8.5;;2,3,2,2,24.77,5,61925,1300425,0,76875,2,123.85,61925,8.5
1;1;1;2;94.64;3;14.196;298.116;16:55;2;283.92;14.196;5.5;;1,1,1,2,94.64,3,14196,298116,0,704861111111111,2,283.92,14196,5.5
2;3;2;1;94.87;8;37.948;796.908;12:58;1;758.96;37.948;8.7;;2,3,2,1,94.87,8,37948,796908,0,540277777777778,1,758.96,37948,8.7
2;3;2;2;57.34;3;8.601;180.621;18:59;3;172.02;8.601;7.9;;2,3,2,2,57.34,3,8601,180621,0,790972222222222,3,172.02,8601,7.9
2;3;2;1;45.35;6;13.605;285.705;13:44;1;272.1;13.605;6.1;;2,3,2,1,45.35,6,13605,285705,0,572222222222222,1,272.1,13605,6.1
2;3;2;1;62.08;7;21.728;456.288;13:46;1;434.56;21.728;5.4;;2,3,2,1,62.08,7,21728,456288,0,573611111111111,1,434.56,21728,5.4
3;2;2;1;11.81;5;29.525;620.025;18:06;2;59.05;29.525;9.4;;3,2,2,1,11.81,5,29525,620025,0,754166666666667,2,59.05,29525,9.4
3;2;1;2;12.54;1;0.627;13.167;12:38;2;12.54;0.627;8.2;;3,2,1,2,12.54,1,0.627,13167,0,526388888888889,2,12.54,0.627,8.2
1;1;2;1;43.25;2;4.325;90.825;15:56;2;86.5;4.325;6.2;;1,1,2,1,43.25,2,4325,90825,0,663888888888889,2,86.5,4325,6.2
3;2;1;2;87.16;2;8.716;183.036;14:29;3;174.32;8.716;9.7;;3,2,1,2,87.16,2,8716,183036,0,603472222222222,3,174.32,8716,9.7
2;3;1;1;69.37;9;312.165;6.555.465;19:14;1;624.33;312.165;4;;2,3,1,1,69.37,9,312165,6555465,0,801388888888889,1,624.33,312165,4
3;2;1;1;37.06;4;7.412;155.652;16:24;1;148.24;7.412;9.7;;3,2,1,1,37.06,4,7412,155652,0,683333333333333,1,148.24,7412,9.7
2;3;1;2;90.7;6;27.21;571.41;10:52;2;544.2;27.21;5.3;;2,3,1,2,90.7,6,27.21,571.41,0,452777777777778,2,544.2,27.21,5.3
1;1;2;2;63.42;8;25.368;532.728;12:55;1;507.36;25.368;7.4;;1,1,2,2,63.42,8,25368,532728,0,538194444444444,1,507.36,25368,7.4
2;3;2;2;81.37;2;8.137;170.877;19:28;2;162.74;8.137;6.5;;2,3,2,2,81.37,2,8137,170877,0,811111111111111,2,162.74,8137,6.5
2;3;1;2;10.59;3;15.885;333.585;13:52;3;31.77;15.885;8.7;;2,3,1,2,10.59,3,15885,333585,0,577777777777778,3,31.77,15885,8.7
2;3;2;2;84.09;9;378.405;7.946.505;10:54;2;756.81;378.405;8;;2,3,2,2,84.09,9,378405,7946505,0,454166666666667,2,756.81,378405,8
2;3;1;1;73.82;4;14.764;310.044;18:31;2;295.28;14.764;6.7;;2,3,1,1,73.82,4,14764,310044,0,771527777777778,2,295.28,14764,6.7
1;1;1;1;51.94;10;25.97;545.37;18:24;1;519.4;25.97;6.5;;1,1,1,1,51.94,10,25.97,545.37,0,766666666666667,1,519.4,25.97,6.5
1;1;2;2;93.14;2;9.314;195.594;18:09;1;186.28;9.314;4.1;;1,1,2,2,93.14,2,9314,195594,0,75625,1,186.28,9314,4.1
3;2;2;1;17.41;5;43.525;914.025;15:16;3;87.05;43.525;4.9;;3,2,2,1,17.41,5,43525,914025,0,636111111111111,3,87.05,43525,4.9
3;2;1;2;44.22;5;11.055;232.155;17:07;3;221.1;11.055;8.6;;3,2,1,2,44.22,5,11055,232155,0,713194444444444,3,221.1,11055,8.6
2;3;1;2;13.22;5;3.305;69.405;19:26;2;66.1;3.305;4.3;;2,3,1,2,13.22,5,3305,69405,0,809722222222222,2,66.1,3305,4.3
1;1;2;1;89.69;1;44.845;941.745;11:20;1;89.69;44.845;4.9;;1,1,2,1,89.69,1,44845,941745,0,472222222222222,1,89.69,44845,4.9
1;1;2;1;24.94;9;11.223;235.683;16:49;3;224.46;11.223;5.6;;1,1,2,1,24.94,9,11223,235683,0,700694444444444,3,224.46,11223,5.6
1;1;2;1;59.77;2;5.977;125.517;12:01;3;119.54;5.977;5.8;;1,1,2,1,59.77,2,5977,125517,0,500694444444444,3,119.54,5977,5.8
3;2;1;1;93.2;2;9.32;195.72;18:37;3;186.4;9.32;6;;3,2,1,1,93.2,2,9.32,195.72,0,775694444444444,3,186.4,9.32,6
1;1;1;1;62.65;4;12.53;263.13;11:25;2;250.6;12.53;4.2;;1,1,1,1,62.65,4,12.53,263.13,0,475694444444444,2,250.6,12.53,4.2
2;3;2;1;93.87;8;37.548;788.508;18:42;3;750.96;37.548;8.3;;2,3,2,1,93.87,8,37548,788508,0,779166666666667,3,750.96,37548,8.3
1;1;1;1;47.59;8;19.036;399.756;14:47;2;380.72;19.036;5.7;;1,1,1,1,47.59,8,19036,399756,0,615972222222222,2,380.72,19036,5.7
2;3;1;2;81.4;3;12.21;256.41;19:43;2;244.2;12.21;4.8;;2,3,1,2,81.4,3,12.21,256.41,0,821527777777778,2,244.2,12.21,4.8
1;1;1;1;17.94;5;4.485;94.185;14:04;1;89.7;4.485;6.8;;1,1,1,1,17.94,5,4485,94185,0,586111111111111,1,89.7,4485,6.8
1;1;1;1;77.72;4;15.544;326.424;16:11;3;310.88;15.544;8.8;;1,1,1,1,77.72,4,15544,326424,0,674305555555556,3,310.88,15544,8.8
2;3;2;1;73.06;7;25.571;536.991;19:06;3;511.42;25.571;4.2;;2,3,2,1,73.06,7,25571,536991,0,795833333333333,3,511.42,25571,4.2
2;3;1;1;46.55;9;209.475;4.398.975;15:34;1;418.95;209.475;6.4;;2,3,1,1,46.55,9,209475,4398975,0,648611111111111,1,418.95,209475,6.4
3;2;1;1;35.19;10;17.595;369.495;19:06;3;351.9;17.595;8.4;;3,2,1,1,35.19,10,17595,369495,0,795833333333333,3,351.9,17595,8.4
3;2;2;2;14.39;2;1.439;30.219;19:44;3;28.78;1.439;7.2;;3,2,2,2,14.39,2,1439,30219,0,822222222222222,3,28.78,1439,7.2
1;1;2;1;23.75;4;4.75;99.75;11:22;2;95;4.75;5.2;;1,1,2,1,23.75,4,4.75,99.75,0,473611111111111,2,95,4.75,5.2
1;1;1;1;58.9;8;23.56;494.76;11:23;2;471.2;23.56;8.9;;1,1,1,1,58.9,8,23.56,494.76,0,474305555555556,2,471.2,23.56,8.9
2;3;1;1;32.62;4;6.524;137.004;14:12;2;130.48;6.524;9;;2,3,1,1,32.62,4,6524,137004,0,591666666666667,2,130.48,6524,9
1;1;1;1;66.35;1;33.175;696.675;10:46;3;66.35;33.175;9.7;;1,1,1,1,66.35,1,33175,696675,0,448611111111111,3,66.35,33175,9.7
1;1;1;1;25.91;6;7.773;163.233;10:16;1;155.46;7.773;8.7;;1,1,1,1,25.91,6,7773,163233,0,427777777777778,1,155.46,7773,8.7
1;1;1;1;32.25;4;6.45;135.45;12:38;1;129;6.45;6.5;;1,1,1,1,32.25,4,6.45,135.45,0,526388888888889,1,129,6.45,6.5
3;2;1;1;65.94;4;13.188;276.948;13:05;3;263.76;13.188;6.9;;3,2,1,1,65.94,4,13188,276948,0,545138888888889,3,263.76,13188,6.9
1;1;2;2;75.06;9;33.777;709.317;13:25;1;675.54;33.777;6.2;;1,1,2,2,75.06,9,33777,709317,0,559027777777778,1,675.54,33777,6.2
3;2;2;2;16.45;4;3.29;69.09;14:53;1;65.8;3.29;5.6;;3,2,2,2,16.45,4,3.29,69.09,0,620138888888889,1,65.8,3.29,5.6
2;3;1;2;38.3;4;7.66;160.86;19:22;2;153.2;7.66;5.7;;2,3,1,2,38.3,4,7.66,160.86,0,806944444444444,2,153.2,7.66,5.7
1;1;1;2;22.24;10;11.12;233.52;11:00;2;222.4;11.12;4.2;;1,1,1,2,22.24,10,11.12,233.52,0,458333333333333,2,222.4,11.12,4.2
2;3;2;1;54.45;1;27.225;571.725;19:24;1;54.45;27.225;7.9;;2,3,2,1,54.45,1,27225,571725,0,808333333333333,1,54.45,27225,7.9
1;1;1;2;98.4;7;34.44;723.24;12:43;3;688.8;34.44;8.7;;1,1,1,2,98.4,7,34.44,723.24,0,529861111111111,3,688.8,34.44,8.7
3;2;2;1;35.47;4;7.094;148.974;17:22;3;141.88;7.094;6.9;;3,2,2,1,35.47,4,7094,148974,0,723611111111111,3,141.88,7094,6.9
2;3;1;2;74.6;10;37.3;783.3;20:55;2;746;37.3;9.5;;2,3,1,2,74.6,10,37.3,783.3,0,871527777777778,2,746,37.3,9.5
1;1;1;1;70.74;4;14.148;297.108;16:05;3;282.96;14.148;4.4;;1,1,1,1,70.74,4,14148,297108,0,670138888888889,3,282.96,14148,4.4
1;1;1;2;35.54;10;17.77;373.17;13:34;1;355.4;17.77;7;;1,1,1,2,35.54,10,17.77,373.17,0,565277777777778,1,355.4,17.77,7
2;3;2;2;67.43;5;168.575;3.540.075;18:13;1;337.15;168.575;6.3;;2,3,2,2,67.43,5,168575,3540075,0,759027777777778,1,337.15,168575,6.3
3;2;1;2;21.12;2;2.112;44.352;19:17;2;42.24;2.112;9.7;;3,2,1,2,21.12,2,2112,44352,0,803472222222222,2,42.24,2112,9.7
1;1;1;2;21.54;9;9.693;203.553;11:44;3;193.86;9.693;8.8;;1,1,1,2,21.54,9,9693,203553,0,488888888888889,3,193.86,9693,8.8
1;1;2;2;12.03;2;1.203;25.263;15:51;2;24.06;1.203;5.1;;1,1,2,2,12.03,2,1203,25263,0,660416666666667,2,24.06,1203,5.1
2;3;2;2;99.71;6;29.913;628.173;16:52;1;598.26;29.913;7.9;;2,3,2,2,99.71,6,29913,628173,0,702777777777778,1,598.26,29913,7.9
2;3;2;1;47.97;7;167.895;3.525.795;20:52;2;335.79;167.895;6.2;;2,3,2,1,47.97,7,167895,3525795,0,869444444444444,2,335.79,167895,6.2
3;2;1;2;21.82;10;10.91;229.11;17:36;2;218.2;10.91;7.1;;3,2,1,2,21.82,10,10.91,229.11,0,733333333333333,2,218.2,10.91,7.1
3;2;2;2;95.42;4;19.084;400.764;13:23;1;381.68;19.084;6.4;;3,2,2,2,95.42,4,19084,400764,0,557638888888889,1,381.68,19084,6.4
3;2;1;1;70.99;10;35.495;745.395;16:28;2;709.9;35.495;5.7;;3,2,1,1,70.99,10,35495,745395,0,686111111111111,2,709.9,35495,5.7
1;1;1;1;44.02;10;22.01;462.21;19:57;3;440.2;22.01;9.6;;1,1,1,1,44.02,10,22.01,462.21,0,83125,3,440.2,22.01,9.6
1;1;2;2;69.96;8;27.984;587.664;17:01;3;559.68;27.984;6.4;;1,1,2,2,69.96,8,27984,587664,0,709027777777778,3,559.68,27984,6.4
3;2;2;1;37;1;1.85;38.85;13:29;3;37;1.85;7.9;;3,2,2,1,37,1,1.85,38.85,0,561805555555556,3,37,1.85,7.9
1;1;2;2;15.34;1;0.767;16.107;11:09;2;15.34;0.767;6.5;;1,1,2,2,15.34,1,0.767,16107,0,464583333333333,2,15.34,0.767,6.5
1;1;1;1;99.83;6;29.949;628.929;15:02;1;598.98;29.949;8.5;;1,1,1,1,99.83,6,29949,628929,0,626388888888889,1,598.98,29949,8.5
1;1;1;2;47.67;4;9.534;200.214;14:21;2;190.68;9.534;9.1;;1,1,1,2,47.67,4,9534,200214,0,597916666666667,2,190.68,9534,9.1
2;3;2;1;66.68;5;16.67;350.07;18:01;2;333.4;16.67;7.6;;2,3,2,1,66.68,5,16.67,350.07,0,750694444444444,2,333.4,16.67,7.6
3;2;1;1;74.86;1;3.743;78.603;14:49;2;74.86;3.743;6.9;;3,2,1,1,74.86,1,3743,78603,0,617361111111111,2,74.86,3743,6.9
3;2;2;2;23.75;9;106.875;2.244.375;12:02;2;213.75;106.875;9.5;;3,2,2,2,23.75,9,106875,2244375,0,501388888888889,2,213.75,106875,9.5
2;3;2;2;48.51;7;169.785;3.565.485;13:30;3;339.57;169.785;5.2;;2,3,2,2,48.51,7,169785,3565485,0,5625,3,339.57,169785,5.2
1;1;1;2;94.88;7;33.208;697.368;14:38;2;664.16;33.208;4.2;;1,1,1,2,94.88,7,33208,697368,0,609722222222222,2,664.16,33208,4.2
2;3;1;1;40.3;10;20.15;423.15;17:37;3;403;20.15;7;;2,3,1,1,40.3,10,20.15,423.15,0,734027777777778,3,403,20.15,7
3;2;2;1;27.85;7;97.475;2.046.975;17:20;1;194.95;97.475;6;;3,2,2,1,27.85,7,97475,2046975,0,722222222222222,1,194.95,97475,6
1;1;1;2;62.48;1;3.124;65.604;20:29;2;62.48;3.124;4.7;;1,1,1,2,62.48,1,3124,65604,0,853472222222222,2,62.48,3124,4.7
1;1;1;2;36.36;2;3.636;76.356;10:00;2;72.72;3.636;7.1;;1,1,1,2,36.36,2,3636,76356,0,416666666666667,2,72.72,3636,7.1
2;3;2;1;18.11;10;9.055;190.155;11:46;1;181.1;9.055;5.9;;2,3,2,1,18.11,10,9055,190155,0,490277777777778,1,181.1,9055,5.9
3;2;1;2;51.92;5;12.98;272.58;13:42;2;259.6;12.98;7.5;;3,2,1,2,51.92,5,12.98,272.58,0,570833333333333,2,259.6,12.98,7.5
3;2;2;1;28.84;4;5.768;121.128;14:44;2;115.36;5.768;6.4;;3,2,2,1,28.84,4,5768,121128,0,613888888888889,2,115.36,5768,6.4
1;1;1;1;78.38;6;23.514;493.794;14:16;1;470.28;23.514;5.8;;1,1,1,1,78.38,6,23514,493794,0,594444444444444,1,470.28,23514,5.8
1;1;1;1;60.01;4;12.002;252.042;15:54;2;240.04;12.002;4.5;;1,1,1,1,60.01,4,12002,252042,0,6625,2,240.04,12002,4.5
3;2;1;2;88.61;1;44.305;930.405;10:21;2;88.61;44.305;7.7;;3,2,1,2,88.61,1,44305,930405,0,43125,2,88.61,44305,7.7
3;2;2;1;99.82;2;9.982;209.622;18:09;3;199.64;9.982;6.7;;3,2,2,1,99.82,2,9982,209622,0,75625,3,199.64,9982,6.7
2;3;1;1;39.01;1;19.505;409.605;16:46;3;39.01;19.505;4.7;;2,3,1,1,39.01,1,19505,409605,0,698611111111111,3,39.01,19505,4.7
3;2;2;1;48.61;1;24.305;510.405;15:31;2;48.61;24.305;4.4;;3,2,2,1,48.61,1,24305,510405,0,646527777777778,2,48.61,24305,4.4
1;1;2;2;51.19;4;10.238;214.998;17:15;3;204.76;10.238;4.7;;1,1,2,2,51.19,4,10238,214998,0,71875,3,204.76,10238,4.7
2;3;2;2;14.96;8;5.984;125.664;12:29;2;119.68;5.984;8.6;;2,3,2,2,14.96,8,5984,125664,0,520138888888889,2,119.68,5984,8.6
1;1;1;1;72.2;7;25.27;530.67;20:14;1;505.4;25.27;4.3;;1,1,1,1,72.2,7,25.27,530.67,0,843055555555556,1,505.4,25.27,4.3
1;1;2;2;40.23;7;140.805;2.956.905;13:22;2;281.61;140.805;9.6;;1,1,2,2,40.23,7,140805,2956905,0,556944444444444,2,281.61,140805,9.6
1;1;1;2;88.79;8;35.516;745.836;17:09;2;710.32;35.516;4.1;;1,1,1,2,88.79,8,35516,745836,0,714583333333333,2,710.32,35516,4.1
1;1;1;2;26.48;3;3.972;83.412;10:40;1;79.44;3.972;4.7;;1,1,1,2,26.48,3,3972,83412,0,444444444444444,1,79.44,3972,4.7
1;1;2;2;81.91;2;8.191;172.011;17:43;2;163.82;8.191;7.8;;1,1,2,2,81.91,2,8191,172011,0,738194444444444,2,163.82,8191,7.8
2;3;1;1;79.93;6;23.979;503.559;14:04;2;479.58;23.979;5.5;;2,3,1,1,79.93,6,23979,503559,0,586111111111111,2,479.58,23979,5.5
3;2;1;1;69.33;2;6.933;145.593;19:05;1;138.66;6.933;9.7;;3,2,1,1,69.33,2,6933,145593,0,795138888888889,1,138.66,6933,9.7
1;1;1;2;14.23;5;35.575;747.075;10:08;3;71.15;35.575;4.4;;1,1,1,2,14.23,5,35575,747075,0,422222222222222,3,71.15,35575,4.4
1;1;1;2;15.55;9;69.975;1.469.475;13:12;2;139.95;69.975;5;;1,1,1,2,15.55,9,69975,1469475,0,55,2,139.95,69975,5
3;2;1;2;78.13;10;39.065;820.365;20:51;2;781.3;39.065;4.4;;3,2,1,2,78.13,10,39065,820365,0,86875,2,781.3,39065,4.4
3;2;1;1;99.37;2;9.937;208.677;17:29;2;198.74;9.937;5.2;;3,2,1,1,99.37,2,9937,208677,0,728472222222222,2,198.74,9937,5.2
3;2;1;2;21.08;3;3.162;66.402;10:25;2;63.24;3.162;7.3;;3,2,1,2,21.08,3,3162,66402,0,434027777777778,2,63.24,3162,7.3
3;2;1;1;74.79;5;186.975;3.926.475;11:34;2;373.95;186.975;4.9;;3,2,1,1,74.79,5,186975,3926475,0,481944444444444,2,373.95,186975,4.9
3;2;1;2;29.67;7;103.845;2.180.745;18:58;3;207.69;103.845;8.1;;3,2,1,2,29.67,7,103845,2180745,0,790277777777778,3,207.69,103845,8.1
3;2;1;1;44.07;4;8.814;185.094;16:28;1;176.28;8.814;8.4;;3,2,1,1,44.07,4,8814,185094,0,686111111111111,1,176.28,8814,8.4
3;2;2;2;22.93;9;103.185;2.166.885;20:26;2;206.37;103.185;5.5;;3,2,2,2,22.93,9,103185,2166885,0,851388888888889,2,206.37,103185,5.5
3;2;2;2;39.42;1;1.971;41.391;15:08;2;39.42;1.971;8.4;;3,2,2,2,39.42,1,1971,41391,0,630555555555556,2,39.42,1971,8.4
1;1;2;1;15.26;6;4.578;96.138;18:03;1;91.56;4.578;9.8;;1,1,2,1,15.26,6,4578,96138,0,752083333333333,1,91.56,4578,9.8
1;1;2;2;61.77;5;154.425;3.242.925;13:21;2;308.85;154.425;6.7;;1,1,2,2,61.77,5,154425,3242925,0,55625,2,308.85,154425,6.7
1;1;2;1;21.52;6;6.456;135.576;12:48;3;129.12;6.456;9.4;;1,1,2,1,21.52,6,6456,135576,0,533333333333333,3,129.12,6456,9.4
2;3;2;1;97.74;4;19.548;410.508;19:53;1;390.96;19.548;6.4;;2,3,2,1,97.74,4,19548,410508,0,828472222222222,1,390.96,19548,6.4
1;1;1;1;99.78;5;24.945;523.845;19:09;2;498.9;24.945;5.4;;1,1,1,1,99.78,5,24945,523845,0,797916666666667,2,498.9,24945,5.4
3;2;1;1;94.26;4;18.852;395.892;16:30;2;377.04;18.852;8.6;;3,2,1,1,94.26,4,18852,395892,0,6875,2,377.04,18852,8.6
2;3;1;1;51.13;4;10.226;214.746;10:11;3;204.52;10.226;4;;2,3,1,1,51.13,4,10226,214746,0,424305555555556,3,204.52,10226,4
1;1;1;1;36.36;4;7.272;152.712;13:07;2;145.44;7.272;7.6;;1,1,1,1,36.36,4,7272,152712,0,546527777777778,2,145.44,7272,7.6
2;3;2;1;22.02;9;9.909;208.089;18:48;2;198.18;9.909;6.8;;2,3,2,1,22.02,9,9909,208089,0,783333333333333,2,198.18,9909,6.8
1;1;2;1;32.9;3;4.935;103.635;17:27;3;98.7;4.935;9.1;;1,1,2,1,32.9,3,4935,103635,0,727083333333333,3,98.7,4935,9.1
1;1;2;1;77.02;5;19.255;404.355;15:59;2;385.1;19.255;5.5;;1,1,2,1,77.02,5,19255,404355,0,665972222222222,2,385.1,19255,5.5
1;1;1;1;23.48;2;2.348;49.308;11:21;3;46.96;2.348;7.9;;1,1,1,1,23.48,2,2348,49308,0,472916666666667,3,46.96,2348,7.9
3;2;1;1;14.7;5;3.675;77.175;13:48;1;73.5;3.675;8.5;;3,2,1,1,14.7,5,3675,77175,0,575,1,73.5,3675,8.5
1;1;1;2;28.45;5;71.125;1.493.625;10:17;3;142.25;71.125;9.1;;1,1,1,2,28.45,5,71125,1493625,0,428472222222222,3,142.25,71125,9.1
1;1;2;1;76.4;9;34.38;721.98;15:49;1;687.6;34.38;7.5;;1,1,2,1,76.4,9,34.38,721.98,0,659027777777778,1,687.6,34.38,7.5
